"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"Glaser Organic Farms","Miami","Miami / Dade County","Vegan","Closed","19100 SW 137th Ave, Miami, Florida, USA, 33177","+1-305-238-7747","http://www.glaserorganicfarms.com/","https://www.happycow.net/reviews/glaser-organic-farms-miami-217408","2","Reviews of health food store Glaser Organic Farms in Miami, Florida, USA 'Everything in here is absolutely phenomenal from the greens to the rice to the vegetables raw unfiltered honey avocados or non-GMO organic, and they have a lot of'","No",""
"Indo American Store","Miami","Miami / Dade County","Vegetarian","Open","13760 SW 84th St (at 137th Ave), Miami, Florida, USA, 33183","+1-305-382-7570","https://www.mercato.com//shop/indo-american-store","https://www.happycow.net/reviews/indo-american-store-miami-10065","","Vegan-friendly Indo American Store in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Jamba","Miami","Miami / Dade County","Vegan","Open","7704 North Kendall Dr, Miami, Florida, USA, 33156","+1-305-273-5536","https://www.jamba.com/fl/miami/greenery-mall-402","https://www.happycow.net/reviews/jamba-miami-253738","6","Juice and smoothie bar Jamba in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Joe & The Juice","Miami","Miami / Dade County","Vegan","Open","300 Biscayne Blvd, Miami, Florida, USA, 33131","","https://www.joejuice.com/","https://www.happycow.net/reviews/joe-the-juice-miami-251811","3","Reviews of juice and smoothie bar Joe & The Juice in Miami, Florida, USA 'I needed a quick lunch and stopped in on the way to my train back to Orlando. They only had a vegan avocado pesto sandwich option, so I went with that. The sandwich'","No",""
"JuiceDefined","Miami","Miami / Dade County","Vegan","Closed","854 Ali Baba Ave, Opa Locka, Miami, Florida, USA, 33054","+1-786-566-3354","http://www.thejuicedefined.com/","https://www.happycow.net/reviews/juicedefined-opa-locka-262492","","Juice and smoothie bar JuiceDefined in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Latteria Italiana","Miami","Miami / Dade County","Vegan","Closed","3301 NE 1st Ave Ste 101, Miami, Florida, USA, 33137","+1-786-577-4362","http://www.latteriaitaliana.com/","https://www.happycow.net/reviews/latteria-italiana-miami-92521","","Dairy-free ice cream or gelato Latteria Italiana in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"LUSH","Miami","Miami / Dade County","Vegan","Open","7535 Dadeland Mall, Miami, Florida, USA","+1-305-662-4194","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/30/61/chain30_61_1528753431.jpeg","https://www.happycow.net/reviews/lush-miami-227097","","Vegan-friendly LUSH in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Made in Italy","Miami","Miami / Dade County","Vegan","Open","2805 NE 2nd Ave, Miami, Florida, USA","+1-305-896-3693","https://www.kyoo.tech/order/merchants/67BT7W1YFGF9B/locations/NW89WFR5H5441","https://www.happycow.net/reviews/made-in-italy-miami-391833","1","Reviews of vegan-friendly food truck Made in Italy in Miami, Florida, USA","No",""
"Mamma Leone Bakery","Miami","Miami / Dade County","Vegan","Unknown","2508 NE Second Ave, Miami, Florida, USA, 33137","+1-786-577-0475","https://mammaleonebakery.com/","https://www.happycow.net/reviews/mamma-leone-bakery-miami-268322","","Vegan bakery Mamma Leone Bakery in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Mammamia Gelato Italiano","Miami","Miami / Dade County","Vegan","Unknown","401 Biscayne Blvd, Miami, Florida, USA, 33132","","https://www.mammamiagelatoitaliano.com/","https://www.happycow.net/reviews/mammamia-gelato-italiano-miami-277558","","Dairy-free ice cream or gelato Mammamia Gelato Italiano in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Marky's Gourmet","Miami","Miami / Dade County","Vegan","Open","687 NE 79th St, Miami, Florida, USA, 33138","+1-305-758-2005","https://www.markysgourmet.com/","https://www.happycow.net/reviews/markys-gourmet-miami-445189","","Vegan-friendly Marky's Gourmet in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"MIA","Miami","Miami / Dade County","Vegan","Open","2100 NW 42nd Ave (at Food court between Concourses H and J, just past security), Miami, Florida, USA, 33142","+1-305-876-8437","http://www.gilbertsbakery.com/","https://www.happycow.net/reviews/mia-gilberts-bakery-miami-295451","4","Reviews of vegan bakery MIA - Gilbert's Bakery - Between Concourses H and J in Miami, Florida, USA 'I am glad they had something. But I really did not enjoy it. The flavoring in the chickpeas wasn’t good. It was reasonably priced and I'","No",""
"MIA","Miami","Miami / Dade County","Vegan","Open","2100 NW 42nd Ave Miami International Airport, Concourse D (at Gate D21), Miami, Florida, USA, 33142","+1-786-200-6153","https://www.mishascupcakes.com/","https://www.happycow.net/reviews/mishas-cupcake-miami-445933","4","Reviews of vegan bakery MIA - Misha's Cupcake in Miami, Florida, USA 'If you like a huge glob of very sweet frosting this might be the one for you. I would imagine if they served cupcakes in prison they would be something like this. The'","No",""
"MIA","Miami","Miami / Dade County","Vegan","Unknown","Miami International Airport (at after gate D46), Miami, Florida, USA, 33326","+1-954-384-7553","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/39/24/chain392_453_1615152932.jpeg","https://www.happycow.net/reviews/peets-coffee-miami-340370","1","Reviews of vegan-friendly coffee / tea shop MIA - Peet's Coffee - North Terminal - Concourse D in Miami, Florida, USA","No",""
"Midtown Creamery","Miami","Miami / Dade County","Vegan","Open","2690 NE 2nd Ave, Miami, Florida, USA, 33137","+1-786-536-2281","https://leafletjs.com/","https://www.happycow.net/reviews/midtown-creamery-miami-241112","1","Reviews of dairy-free ice cream or gelato Midtown Creamery in Miami, Florida, USA","No",""
"Morelia","Miami","Miami / Dade County","Vegan","Open","185 NW 25th St, Miami, Florida, USA, 33127","+1-305-967-8782","https://www.paletasmorelia.com/","https://www.happycow.net/reviews/morelia-miami-165289","7","Reviews of dairy-free ice cream or gelato Morelia in Miami, Florida, USA","No",""
"Nativo Acai","Miami","Miami / Dade County","Vegetarian","Unknown","888 Biscayne Blvd, Suite 505 Miami, FL 33132, Miami, Florida, USA, 33132","+1-305-446-4806","https://nativoacai.com/","https://www.happycow.net/reviews/nativo-acai-miami-458171","1","Reviews of vegan-friendly Nativo Acai in Miami, Florida, USA 'At Nativo, we believe in the power of the Acai berry and all of the benefits that it can bring. We saw an opportunity to bring the freshest and purest Acai to market and our'","No",""
"Night Owl Cookies","Miami","Miami / Dade County","Vegan","Open","10534 SW 8th St, Miami, Florida, USA, 33174","+1-786-360-5011","http://www.nightowlcookieco.com/","https://www.happycow.net/reviews/night-owl-cookies-miami-181650","2","Reviews of vegan bakery Night Owl Cookies in Miami, Florida, USA 'I walked here last night excited to try their vegan cookies after reading a couple of reviews. When I looked at the board I couldn’t see any mention of vegan so I asked to'","No",""
"Night Owl Cookies","Miami","Miami / Dade County","Vegan","Open","164 NE 41st St (at Miami Design District), Miami, Florida, USA, 33137","+1-305-530-8951","http://www.nightowlcookieco.com/","https://www.happycow.net/reviews/night-owl-cookies-miami-262920","1","Reviews of vegan bakery Night Owl Cookies in Miami, Florida, USA","No",""
"Organic Grown Direct","Miami","Miami / Dade County","Vegan","Unknown","7251 NE 2nd Ave, Miami, Florida, USA, 33138","+1-877-565-3239","http://organicgrowndirect.com/","https://www.happycow.net/reviews/organic-grown-direct-miami-36546","8","Reviews of vegan-friendly delivery service Organic Grown Direct in Miami, Florida, USA 'I was very surprised after reading the 5-star reviews to receive my first box. It was not full. Several of the items were poor quality. I could have'","No",""
"Oriental Bakery & Grocery","Miami","Miami / Dade County","Vegan","Open","1760 SW 3rd Ave, Miami, Florida, USA, 33129","+1-305-854-0501","http://orderorientalbakeryandgrocery.com/","https://www.happycow.net/reviews/oriental-bakery-grocery-miami-203506","","Vegan bakery Oriental Bakery & Grocery  in Miami, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Panther Coffee","Miami","Miami / Dade County","Vegan","Open","2390 NW 2nd Ave, Miami, Florida, USA, 33127","+1-305-677-3952","http://www.panthercoffee.com/","https://www.happycow.net/reviews/panther-coffee-miami-190125","2","Reviews of vegan-friendly coffee / tea shop Panther Coffee in Miami, Florida, USA 'Busy little coffee shop in wynwood. We got a Miami Fog'","No",""
"&pizza","Miami Gardens","Miami / Dade County","Vegan","Unknown","347 Don Shula Dr, Section 142, Miami Gardens, Florida, USA, 33056","+1-202-558-7549","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/36/94/chain369_426_1675463254.jpeg","https://www.happycow.net/reviews/andpizza-miami-gardens-165529","1","Reviews of vegan-friendly restaurant &pizza in Miami Gardens, Florida, USA","Yes","Blaze Pizza"
"Awash Ethiopian","Miami Gardens","Miami / Dade County","Vegetarian","Closed","19934 NW 2nd Ave, Miami Gardens, Florida, USA, 33169","+1-305-770-5100","http://www.awashmiami.com/","https://www.happycow.net/reviews/awash-ethiopian-miami-gardens-153564","8","Reviews of vegan-friendly restaurant Awash Ethiopian in Miami Gardens, Florida, USA","Yes","Awash Ethiopian"
"Dub N Grub","Miami Gardens","Miami / Dade County","Vegan","Open","486 NE 167th St, Miami Gardens, Florida, USA, 33162","+1-786-403-9850","https://www.dubandgrub.com/","https://www.happycow.net/reviews/dub-n-grub-miami-gardens-229674","15","Reviews of vegan-friendly food truck Dub N Grub in Miami Gardens, Florida, USA 'I can never get tired of this spot , All the food on menu is so good n flavorful'","No",""
"1000 Degrees","North Miami Beach","Miami / Dade County","Vegan","Open","14821 Biscayne Blvd, North Miami Beach, Florida, USA, 33181","+1-305-944-5050","https://www.1000degreespizza.com/","https://www.happycow.net/reviews/1000-degrees-north-miami-beach-302984","2","Reviews of vegan-friendly restaurant 1000 Degrees in North Miami Beach, Florida, USA 'The pizzas are really good. The last thing that I left before becoming vegan was the pizza, and I can surely say this pizza is the most similar to a non'","No",""
"First Watch","North Miami Beach","Miami / Dade County","Vegetarian","Closed","1692 B NE Miami Gardens Dr, North Miami Beach, Florida, USA, 33179","+1-786-657-2301","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/28/33/chain283_331_1569261526.jpeg","https://www.happycow.net/reviews/first-watch-north-miami-beach-177496","","Vegan-friendly restaurant First Watch in North Miami Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Juice & Java","North Miami Beach","Miami / Dade County","Vegan","Unknown","15180 Biscayne Blvd, North Miami Beach, Florida, USA, 33160","+1-305-705-3361","https://www.juiceandjava.com/","https://www.happycow.net/reviews/juice-java-north-miami-beach-196456","1","Reviews of vegan-friendly restaurant Juice & Java in North Miami Beach, Florida, USA 'Let’s face it. We have some friends and family members who we love and are completely turned off by the idea of anything vegan. So here’s a place where'","No",""
"kuten inclusive kitchen","North Miami Beach","Miami / Dade County","Vegan-Friendly","Unknown","3507 NE 163rd St (at Intercostal Mall), North Miami Beach, Florida, USA, 33160","+1-305-944-3189","http://www.kuten.us/","https://www.happycow.net/reviews/kuten-inclusive-kitchen-north-miami-beach-149040","6","Reviews of vegan-friendly restaurant kuten inclusive kitchen in North Miami Beach, Florida, USA 'This non vegan inclusive restaurant has many vegan options that are absolutely delicious. Some dishes are absolutely fabulous. We came to the'","No",""
"Miami Squeeze","North Miami Beach","Miami / Dade County","Vegan-Friendly","Open","18315 West Dixie Highway, North Miami Beach, Florida, USA, 33160","+1-305-935-9544","https://www.miamisqueeze.com/","https://www.happycow.net/reviews/miami-squeeze-north-miami-beach-168392","1","Reviews of vegan-friendly restaurant Miami Squeeze in North Miami Beach, Florida, USA 'Miami Squeeze has definitely stepped up their vegan game in the past few years. They offer impossible meat for various different dishes. Still always have'","No",""
"Mister Mango","North Miami Beach","Miami / Dade County","Vegan","Open","3546 Buena Vista Blvd, North Miami Beach, Florida, USA, 33137","+1-786-961-0214","https://leafletjs.com/","https://www.happycow.net/reviews/mister-mango-north-miami-beach-131094","11","Reviews of vegan-friendly Mister Mango in North Miami Beach, Florida, USA","No",""
"Gelato","North Miami Beach","Miami / Dade County","Vegan-Friendly","Open","3067 NE 163rd St, North Miami Beach, Florida, USA, 33160","+1-786-657-3971","https://www.gelatogo.net/","https://www.happycow.net/reviews/gelato-go-north-miami-beach-201705","2","Reviews of dairy-free ice cream or gelato Gelato-Go in North Miami Beach, Florida, USA","Yes","Origamy Gelato"
"Pepitos Burgers and Shakes","North Miami Beach","Miami / Dade County","Vegan-Friendly","Closed","2590 NE 186th st (at Shell gas station), North Miami Beach, Florida, USA, 33160","+1-786-681-7407","https://pepitosburgersandshakes.square.site/","https://www.happycow.net/reviews/pepitos-burgers-and-shakes-north-miami-beach-206367","1","Reviews of vegan-friendly food truck Pepitos Burgers and Shakes  in North Miami Beach, Florida, USA 'Pepitos has several vegan options including their HUGE Impossible Burger. The pattie itself was super thick and probably 3x what Im used'","No",""
"The Sweet Tooth","North Miami Beach","Miami / Dade County","Vegan","Closed","18435 NE 19th Ave (at 18435 NE 19th Ave), North Miami Beach, Florida, USA, 33179","+1-305-682-1400","http://www.thesweettooth.com/","https://www.happycow.net/reviews/the-sweet-tooth-north-miami-beach-446648","15","Vegan-friendly The Sweet Tooth in North Miami Beach, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
